Global Time,Fuel Rail Pressure,Turbo Inlet Pressure Mean,Engine Speed,Intake Manifold Pressure,Engine Fuel Rate,Intake Manifold Air Temperature,Exhaust Left 1 Temp,Trans Gear,Intake Manifold #2 Air Temperature
2021-06-17 23:57:33,165000.0,95.65,1496.0,138.6,431.9,26.2,371.0,16898.0,23.7
2021-06-17 23:57:34,163000.0,95.305,1545.5,150.8,436.05,26.2,392.0,16898.0,23.7
2021-06-17 23:57:34.999999,166000.0,95.1725,1567.5,156.7,435.7,26.1,411.0,16898.0,23.7
2021-06-17 23:57:36,168000.0,95.0,1621.5,160.2,437.0,26.0,427.0,16898.0,23.7
2021-06-17 23:57:37,165000.0,94.9675,1585.0,165.3,436.05,25.9,443.0,16898.0,23.6
2021-06-17 23:57:37.999999,167000.0,94.85249999999999,1633.5,164.6,437.95,25.8,454.0,16898.0,23.5
2021-06-17 23:57:39,168000.0,94.875,1568.0,166.3,435.2,25.8,463.0,16898.0,23.5
2021-06-17 23:57:40,169000.0,94.845,1721.0,164.3,436.85,25.7,470.0,16898.0,23.4
2021-06-17 23:57:41,172000.0,94.4675,1896.0,160.8,431.4,25.6,477.0,16898.0,23.4
2021-06-17 23:57:42,181000.0,94.2175,1633.0,167.3,309.05,25.6,483.0,16898.0,23.4
2021-06-17 23:57:43,163000.0,95.45250000000001,1543.0,133.7,138.85,25.7,485.0,16899.0,23.4
2021-06-17 23:57:44,150000.0,96.1175,1523.0,87.3,163.7,25.7,483.0,16899.0,23.4
2021-06-17 23:57:45.000001,139000.0,96.27499999999999,1632.0,79.8,272.6,25.7,475.0,16899.0,23.5
2021-06-17 23:57:46,123000.0,95.875,1723.0,104.9,343.5,25.8,469.0,16899.0,23.5
2021-06-17 23:57:47,179000.0,95.42750000000001,1730.0,124.8,168.2,25.8,470.0,16899.0,23.6
2021-06-17 23:57:48.000001,167000.0,95.7525,1790.0,87.1,84.15,25.9,473.0,16899.0,23.7
2021-06-17 23:57:49,178000.0,96.2025,1757.0,55.8,0.0,26.0,468.0,16899.0,23.8
2021-06-17 23:57:50,171000.0,96.58,1895.0,26.2,0.0,26.1,455.0,16899.0,23.9
2021-06-17 23:57:50.999999,164000.0,96.8075,1408.5,21.3,0.0,26.2,438.0,16900.0,23.9
2021-06-17 23:57:52,165000.0,96.935,1525.5,11.6,0.0,26.2,420.0,16900.0,24.0
2021-06-17 23:57:53,165000.0,96.9925,1520.5,7.8,0.0,26.3,401.0,16900.0,24.1
2021-06-17 23:57:53.999999,162000.0,97.065,1405.5,6.3,0.0,26.3,384.0,16900.0,24.1
2021-06-17 23:57:55,162000.0,97.07249999999999,1401.0,5.0,0.0,26.4,369.0,16900.0,24.2
2021-06-17 23:57:56,151000.0,97.125,1515.0,5.1,250.35,26.5,355.0,16900.0,24.2
2021-06-17 23:57:57,176000.0,96.9625,1471.5,20.3,109.15,26.5,344.0,16900.0,24.3
2021-06-17 23:57:58,161000.0,96.97,1497.5,19.4,0.0,26.6,345.0,16900.0,24.3
2021-06-17 23:57:59,162000.0,97.025,1452.5,11.5,0.0,26.6,344.0,16900.0,24.4
2021-06-17 23:58:00,162000.0,97.0875,1356.0,9.2,13.25,26.7,338.0,16900.0,24.4
2021-06-17 23:58:01,162000.0,97.03999999999999,1289.0,8.7,36.8,26.7,328.0,16900.0,24.5
2021-06-17 23:58:02,194000.0,96.9875,1772.0,15.1,276.15,26.7,321.0,16899.0,24.5
2021-06-17 23:58:03,183000.0,96.68,1705.5,39.1,188.65,26.8,323.0,16899.0,24.5
2021-06-17 23:58:04.000001,161000.0,96.75999999999999,1678.5,24.5,0.0,26.8,333.0,16899.0,24.6
2021-06-17 23:58:05,160000.0,96.93,1547.5,16.1,0.0,26.8,335.0,16899.0,24.6
2021-06-17 23:58:06,139000.0,96.9525,1540.0,18.6,123.45,26.8,330.0,16899.0,24.6
2021-06-17 23:58:07.000001,152000.0,96.8125,1589.0,24.3,100.5,26.8,327.0,16899.0,24.6
2021-06-17 23:58:08,153000.0,96.8525,1516.0,28.7,72.2,26.8,330.0,16899.0,24.6
2021-06-17 23:58:09,148000.0,96.8675,1413.5,26.3,49.6,26.8,332.0,16899.0,24.6
2021-06-17 23:58:09.999999,147000.0,97.0175,1391.0,21.3,33.85,26.8,332.0,16899.0,24.6
2021-06-17 23:58:11,154000.0,97.0325,1421.5,12.6,0.0,26.8,331.0,16899.0,24.6
2021-06-17 23:58:12,158000.0,97.10249999999999,1296.5,8.3,0.0,26.7,327.0,16899.0,24.6
2021-06-17 23:58:13,144000.0,97.1425,1321.5,7.8,223.35,26.7,318.0,16898.0,24.5
2021-06-17 23:58:14,191000.0,96.9625,1486.0,18.1,275.65,26.7,313.0,16898.0,24.5
2021-06-17 23:58:15,136000.0,96.94749999999999,1392.0,27.9,0.0,26.7,317.0,16898.0,24.5
2021-06-17 23:58:16,155000.0,97.04249999999999,1298.0,15.8,0.0,26.7,325.0,16898.0,24.5
2021-06-17 23:58:17,194000.0,96.9775,1648.0,17.6,52.2,26.7,324.0,16897.0,24.5
2021-06-17 23:58:18,181000.0,96.66499999999999,1740.0,39.0,361.45,26.7,327.0,16897.0,24.5
2021-06-17 23:58:19,123000.0,96.22749999999999,1911.5,70.6,221.45,26.7,339.0,16897.0,24.5
2021-06-17 23:58:20.000001,187000.0,96.07,1914.0,65.7,74.1,26.7,357.0,16897.0,24.5
2021-06-17 23:58:21,177000.0,96.3825,1771.0,39.7,0.0,26.7,366.0,16898.0,24.5
2021-06-17 23:58:22,156000.0,96.8375,1355.5,24.0,0.0,26.6,364.0,16898.0,24.5
2021-06-17 23:58:23.000001,162000.0,97.03999999999999,1269.5,13.8,0.0,26.6,356.0,16898.0,24.4
2021-06-17 23:58:24,160000.0,97.065,1455.0,10.5,251.3,26.5,346.0,16897.0,24.3
2021-06-17 23:58:25,182000.0,97.0175,1373.0,11.4,0.0,26.5,340.0,16897.0,24.3
2021-06-17 23:58:25.999999,156000.0,97.125,1302.5,8.9,236.7,26.5,335.0,16897.0,24.2
2021-06-17 23:58:27,196000.0,97.07,1466.0,18.8,269.6,26.5,329.0,16897.0,24.2
2021-06-17 23:58:28,189000.0,96.7825,1692.5,36.0,351.75,26.4,333.0,16897.0,24.2
2021-06-17 23:58:28.999999,178000.0,96.2425,1881.5,75.5,394.15,26.5,346.0,16898.0,24.2
2021-06-17 23:58:30,157000.0,96.375,1311.5,62.2,0.0,26.5,365.0,16386.0,24.2
2021-06-17 23:58:31,148000.0,96.97749999999999,1127.5,30.8,0.0,26.5,376.0,16385.0,24.2
2021-06-17 23:58:32,129000.0,97.2175,631.5,18.5,9.95,26.4,375.0,16385.0,24.2
2021-06-17 23:58:33,91000.0,97.315,663.0,11.6,35.05,26.4,369.0,16385.0,24.2
2021-06-17 23:58:34,68000.0,97.285,701.0,8.2,25.9,26.4,365.0,16385.0,24.1
2021-06-17 23:58:35,70000.0,97.285,917.0,6.2,174.7,26.4,361.0,16385.0,24.1
2021-06-17 23:58:36,130000.0,97.2125,1176.5,10.8,230.9,26.4,360.0,16385.0,24.1
2021-06-17 23:58:37,154000.0,97.13499999999999,1267.0,19.3,250.9,26.4,368.0,16385.0,24.1
2021-06-17 23:58:38,192000.0,97.03,1353.5,28.8,274.5,26.5,379.0,16385.0,24.1
2021-06-17 23:58:39.000001,187000.0,96.8625,1453.5,40.1,312.1,26.5,390.0,16385.0,24.1
2021-06-17 23:58:40,179000.0,96.07,1611.0,59.5,390.1,26.5,403.0,16385.0,24.1
2021-06-17 23:58:41,166000.0,95.45250000000001,1751.0,93.0,436.65,26.6,420.0,16897.0,24.2
2021-06-17 23:58:42.000001,165000.0,94.705,1742.5,131.3,436.15,26.6,437.0,16897.0,24.2
2021-06-17 23:58:43,171000.0,95.025,1881.5,150.6,279.8,26.5,453.0,16898.0,24.2
2021-06-17 23:58:44,150000.0,94.5775,1731.5,152.7,438.4,26.5,465.0,16898.0,24.2
2021-06-17 23:58:44.999999,171000.0,94.1875,1867.5,158.4,431.8,26.5,474.0,16898.0,24.2
2021-06-17 23:58:46,174000.0,94.98250000000002,1890.0,160.4,319.35,26.4,480.0,16899.0,24.2
2021-06-17 23:58:47,129000.0,94.8125,1597.0,162.6,437.8,26.4,484.0,16899.0,24.2
2021-06-17 23:58:48,168000.0,94.455,1683.0,164.8,437.55,26.4,486.0,16899.0,24.2
2021-06-17 23:58:49,168000.0,94.2175,1768.5,169.0,432.15,26.4,489.0,16899.0,24.2
2021-06-17 23:58:50,169000.0,95.14249999999998,1865.0,171.7,376.4,26.5,492.0,16900.0,24.3
2021-06-17 23:58:51,155000.0,96.275,1435.5,142.9,134.7,26.5,494.0,16900.0,24.3
2021-06-17 23:58:52,159000.0,96.72749999999999,1472.5,70.9,40.25,26.6,491.0,16900.0,24.4
2021-06-17 23:58:53,162000.0,96.82,1499.5,41.5,39.3,26.6,479.0,16900.0,24.4
2021-06-17 23:58:54,162000.0,96.7875,1509.0,40.1,46.85,26.7,464.0,16900.0,24.4
2021-06-17 23:58:55.000001,114000.0,96.39,1642.5,71.6,370.6,26.7,451.0,16900.0,24.5
2021-06-17 23:58:56,141000.0,95.88250000000001,1696.5,98.5,307.75,26.8,445.0,16900.0,24.5
2021-06-17 23:58:57,156000.0,96.0625,1709.5,85.8,208.9,26.8,451.0,16900.0,24.6
2021-06-17 23:58:58.000001,164000.0,96.2675,1747.0,65.2,133.25,27.0,457.0,16900.0,24.7
2021-06-17 23:58:59,163000.0,96.64,1733.0,32.2,0.0,27.1,457.0,16900.0,24.8
2021-06-17 23:59:00,164000.0,96.79249999999999,1750.5,18.9,0.0,27.2,451.0,16900.0,24.9
2021-06-17 23:59:00.999999,165000.0,96.875,1748.0,13.0,0.0,27.3,419.0,16900.0,24.9
2021-06-17 23:59:02,165000.0,96.96,1681.5,10.5,0.0,27.3,402.0,16900.0,24.9
2021-06-17 23:59:03,165000.0,96.97749999999999,1589.0,8.2,0.0,27.3,387.0,16900.0,25.0
2021-06-17 23:59:03.999999,163000.0,97.035,1541.0,7.3,34.2,27.4,370.0,16900.0,25.0
2021-06-17 23:59:05,127000.0,97.01499999999999,1446.0,18.1,133.75,27.4,357.0,16900.0,25.0
2021-06-17 23:59:06,150000.0,96.97749999999999,1480.0,23.8,60.7,27.5,353.0,16900.0,25.0
2021-06-17 23:59:07,157000.0,96.92250000000001,1502.0,22.2,68.4,27.5,352.0,16900.0,25.0
2021-06-17 23:59:08,187000.0,96.89000000000001,1542.0,40.3,341.6,27.5,352.0,16900.0,25.1
2021-06-17 23:59:09,182000.0,96.47,1691.5,70.4,434.0,27.5,359.0,16900.0,25.1
2021-06-17 23:59:10,174000.0,95.77250000000001,1795.5,111.6,455.9,27.6,376.0,16900.0,25.1
2021-06-17 23:59:11,164000.0,94.875,1837.0,152.3,506.0,27.6,396.0,16900.0,25.1
2021-06-17 23:59:12,157000.0,94.5875,1894.5,141.0,103.8,27.7,419.0,16900.0,25.2
2021-06-17 23:59:13,175000.0,95.7375,1919.5,69.2,0.0,27.8,430.0,16900.0,25.2
2021-06-17 23:59:14.000001,175000.0,96.47749999999999,1869.5,35.2,0.0,27.8,426.0,16900.0,25.3
2021-06-17 23:59:15,163000.0,96.6925,1745.5,22.4,48.9,27.7,414.0,16900.0,25.2
2021-06-17 23:59:16,145000.0,96.665,1661.0,37.4,200.15,27.7,399.0,16900.0,25.2
2021-06-17 23:59:16.999999,145000.0,96.47,1638.0,53.9,194.35,27.7,394.0,16900.0,25.1
2021-06-17 23:59:18,141000.0,96.445,1634.0,65.7,236.0,27.7,397.0,16900.0,25.1
2021-06-17 23:59:19,130000.0,96.19,1628.5,86.8,282.9,27.7,402.0,16900.0,25.1
2021-06-17 23:59:19.999999,123000.0,95.985,1631.0,106.6,286.9,27.7,410.0,16900.0,25.1
2021-06-17 23:59:21,124000.0,95.685,1622.0,119.7,283.95,27.8,420.0,16900.0,25.2
2021-06-17 23:59:22,126000.0,95.595,1672.5,126.1,321.95,27.8,429.0,16900.0,25.2
2021-06-17 23:59:23,174000.0,95.2575,1713.5,141.2,375.65,27.8,437.0,16900.0,25.2
2021-06-17 23:59:24,174000.0,94.9825,1723.0,152.2,388.95,27.9,446.0,16900.0,25.3
2021-06-17 23:59:25,172000.0,94.73500000000001,1733.0,157.7,381.7,27.9,454.0,16900.0,25.3
2021-06-17 23:59:26,171000.0,94.69,1759.0,155.8,356.5,27.9,459.0,16900.0,25.3
2021-06-17 23:59:27,169000.0,94.89750000000001,1703.0,132.3,0.0,28.0,464.0,16900.0,25.4
2021-06-17 23:59:28,158000.0,96.2425,1670.0,54.3,0.0,28.1,462.0,16900.0,25.4
2021-06-17 23:59:29,162000.0,96.75500000000001,1608.0,29.0,0.0,28.1,449.0,16900.0,25.5
2021-06-17 23:59:30.000001,163000.0,96.91999999999999,1553.0,17.6,0.0,28.1,432.0,16900.0,25.5
2021-06-17 23:59:31,162000.0,97.08749999999999,1442.0,12.0,0.0,28.1,415.0,16900.0,25.4
2021-06-17 23:59:32,160000.0,97.125,1311.5,8.8,0.0,28.1,397.0,16900.0,25.4
2021-06-17 23:59:33.000001,195000.0,97.10249999999999,1626.0,13.4,160.6,28.1,382.0,16900.0,25.4
2021-06-17 23:59:34,166000.0,97.025,1547.0,13.2,0.0,28.1,376.0,16899.0,25.4
2021-06-17 23:59:35,165000.0,97.0575,1496.0,9.7,0.0,28.2,369.0,16899.0,25.4
2021-06-17 23:59:35.999999,182000.0,97.065,1582.5,16.4,291.4,28.2,357.0,16899.0,25.5
2021-06-17 23:59:37,184000.0,96.74000000000001,1791.0,40.3,379.0,28.2,354.0,16899.0,25.5
2021-06-17 23:59:38,124000.0,96.30000000000001,1435.5,77.7,215.75,28.2,364.0,16900.0,25.5
2021-06-17 23:59:38.999999,139000.0,96.69,1555.0,57.5,83.1,28.2,378.0,16900.0,25.5
2021-06-17 23:59:40,164000.0,96.765,1678.0,36.6,0.0,28.2,386.0,16900.0,25.6
2021-06-17 23:59:41,165000.0,96.89750000000001,1711.5,20.1,0.0,28.2,385.0,16900.0,25.5
2021-06-17 23:59:42,166000.0,96.945,1652.0,13.9,0.0,28.2,378.0,16900.0,25.5
2021-06-17 23:59:43,166000.0,97.025,1604.5,9.7,0.0,28.1,367.0,16900.0,25.4
2021-06-17 23:59:44,166000.0,97.065,1609.5,7.3,0.0,28.0,354.0,16900.0,25.3
2021-06-17 23:59:45,166000.0,97.08749999999999,1557.0,6.5,0.0,28.0,342.0,16900.0,25.3
2021-06-17 23:59:46,164000.0,97.165,1418.0,6.8,0.0,27.9,331.0,16900.0,25.2
2021-06-17 23:59:47,151000.0,97.225,1339.5,7.3,237.55,27.9,321.0,16899.0,25.2
2021-06-17 23:59:48,186000.0,97.035,1400.5,11.8,0.0,27.8,312.0,16899.0,25.1
2021-06-17 23:59:49.000001,161000.0,97.195,1244.5,9.0,0.0,27.8,309.0,16898.0,25.0
2021-06-17 23:59:50,198000.0,97.1875,1506.5,15.4,0.0,27.8,304.0,16898.0,25.0
2021-06-17 23:59:51,176000.0,97.1625,1537.0,10.0,0.0,27.8,305.0,16898.0,25.0
2021-06-17 23:59:51.999999,166000.0,97.11749999999999,1649.5,5.3,0.0,27.7,303.0,16898.0,24.9
2021-06-17 23:59:53,166000.0,97.03999999999999,1450.5,6.5,0.0,27.7,297.0,16898.0,24.9
2021-06-17 23:59:54,160000.0,97.1425,1250.0,7.3,233.5,27.6,289.0,16897.0,24.9
2021-06-17 23:59:54.999999,183000.0,97.16499999999999,1321.0,10.3,0.0,27.6,284.0,16385.0,24.8
2021-06-17 23:59:56,158000.0,97.275,975.5,9.8,0.0,27.6,282.0,16385.0,24.8
2021-06-17 23:59:57,138000.0,97.36749999999999,722.0,7.8,0.0,27.5,277.0,16385.0,24.8
2021-06-17 23:59:58,101000.0,97.4375,849.5,5.4,160.85,27.5,272.0,16385.0,24.8
2021-06-17 23:59:59,132000.0,97.32249999999999,1182.0,8.3,228.1,27.5,270.0,16385.0,24.8
2021-06-18 00:00:00,181000.0,97.1975,1370.0,15.7,251.5,27.6,280.0,16385.0,24.8
2021-06-18 00:00:01,187000.0,97.0625,1576.5,27.6,309.15,27.6,293.0,16897.0,24.9
2021-06-18 00:00:02,183000.0,96.66,1788.5,54.6,395.2,27.6,311.0,16897.0,25.0
2021-06-18 00:00:03,113000.0,96.00999999999999,1636.0,94.6,342.3,27.6,332.0,16898.0,25.0
2021-06-18 00:00:04,168000.0,95.66499999999999,1863.5,131.3,420.4,27.6,359.0,16898.0,25.1
2021-06-18 00:00:05.000001,175000.0,94.7975,1828.5,152.3,382.75,27.6,384.0,16899.0,25.2
2021-06-18 00:00:06,167000.0,95.14000000000001,1614.0,162.5,441.0,27.6,404.0,16899.0,25.3
2021-06-18 00:00:07,166000.0,94.89,1766.0,162.8,436.4,27.6,420.0,16899.0,25.4
2021-06-18 00:00:08.000001,175000.0,94.48500000000001,1738.0,166.7,359.95,27.6,436.0,16900.0,25.5
2021-06-18 00:00:09,178000.0,95.3375,1475.0,154.6,237.8,27.6,447.0,16900.0,25.6
2021-06-18 00:00:10,123000.0,95.955,1523.5,117.9,209.25,27.6,453.0,16900.0,25.7
2021-06-18 00:00:10.999999,142000.0,96.1875,1609.0,96.0,117.55,27.5,454.0,16900.0,25.7
2021-06-18 00:00:12,165000.0,96.58500000000001,1787.5,46.6,0.0,27.5,452.0,16900.0,25.8
2021-06-18 00:00:13,181000.0,96.82750000000001,1956.0,25.9,0.0,27.5,442.0,16900.0,25.8
2021-06-18 00:00:14,181000.0,96.85249999999999,1990.5,18.1,0.0,27.4,428.0,16900.0,25.8
2021-06-18 00:00:15,179000.0,97.0,1902.5,14.3,0.0,27.4,412.0,16900.0,25.7
2021-06-18 00:00:16,171000.0,97.0175,1825.5,11.1,0.0,27.4,393.0,16900.0,25.7
2021-06-18 00:00:17,168000.0,97.04750000000001,1771.5,9.5,0.0,27.5,377.0,16900.0,25.7
2021-06-18 00:00:18,175000.0,97.15,1857.5,7.5,0.0,27.5,362.0,16900.0,25.8
2021-06-18 00:00:19,182000.0,97.1725,1942.5,7.9,0.0,27.5,347.0,16900.0,25.8
2021-06-18 00:00:20,181000.0,97.1325,1983.5,6.7,0.0,27.6,332.0,16900.0,25.8
2021-06-18 00:00:21.000001,180000.0,97.0875,1960.5,8.7,0.0,27.6,319.0,16900.0,25.8
2021-06-18 00:00:22,180000.0,97.1175,1861.0,8.7,0.0,27.6,307.0,16900.0,25.8
2021-06-18 00:00:23,172000.0,97.21000000000001,1780.5,8.5,0.0,27.7,296.0,16900.0,25.8
2021-06-18 00:00:24.000001,163000.0,96.92999999999999,1777.0,7.8,105.0,27.7,284.0,16900.0,25.8
2021-06-18 00:00:25,188000.0,96.57750000000001,1694.5,36.3,353.65,27.7,278.0,16900.0,25.7
2021-06-18 00:00:26,183000.0,96.22500000000001,1650.5,72.8,437.0,27.7,289.0,16900.0,25.7
2021-06-18 00:00:26.999999,122000.0,95.4975,1641.5,109.1,415.2,27.7,310.0,16900.0,25.7
2021-06-18 00:00:28,166000.0,94.8925,1755.5,141.0,436.65,27.7,335.0,16900.0,25.7
2021-06-18 00:00:29,170000.0,94.555,1854.5,156.0,504.2,27.7,360.0,16900.0,25.7
2021-06-18 00:00:29.999999,173000.0,94.6325,1865.0,168.5,395.2,27.7,382.0,16900.0,25.6
2021-06-18 00:00:31,172000.0,95.2275,1872.5,157.2,308.9,27.6,401.0,16900.0,25.6
2021-06-18 00:00:32,161000.0,95.9125,1891.0,121.4,14.55,27.5,415.0,16900.0,25.5
2021-06-18 00:00:33,145000.0,96.535,1904.0,91.4,0.0,27.5,417.0,16900.0,25.4
2021-06-18 00:00:34,178000.0,96.72,1875.0,47.0,0.0,27.4,415.0,16900.0,25.3
2021-06-18 00:00:35,159000.0,96.2425,1793.0,93.4,288.55,27.3,406.0,16900.0,25.2
2021-06-18 00:00:36,160000.0,95.3525,1847.0,140.5,434.25,27.2,400.0,16900.0,25.1
2021-06-18 00:00:37,162000.0,95.51500000000001,1901.0,108.6,258.25,27.2,409.0,16900.0,25.1
2021-06-18 00:00:38,177000.0,96.215,1873.0,71.2,79.2,27.3,423.0,16900.0,25.1
2021-06-18 00:00:39,165000.0,96.57249999999999,1841.0,59.8,125.1,27.3,421.0,16900.0,25.1
2021-06-18 00:00:40.000001,166000.0,96.54,1852.0,54.8,144.15,27.3,415.0,16900.0,25.1
2021-06-18 00:00:41,158000.0,96.48749999999998,1836.0,60.3,199.1,27.3,409.0,16900.0,25.1
2021-06-18 00:00:42,159000.0,96.6325,1835.0,48.5,0.0,27.3,405.0,16900.0,25.1
2021-06-18 00:00:43.000001,156000.0,96.85249999999999,1762.5,26.1,0.0,27.3,398.0,16900.0,25.1
2021-06-18 00:00:44,157000.0,97.07249999999999,1766.0,17.1,0.0,27.3,386.0,16900.0,25.1
2021-06-18 00:00:45,160000.0,97.17750000000001,1480.5,13.3,0.0,27.3,372.0,16900.0,25.1
2021-06-18 00:00:45.999999,158000.0,97.27,1480.5,10.0,0.0,27.3,359.0,16900.0,25.0
2021-06-18 00:00:47,154000.0,97.3525,1291.0,7.3,236.6,27.3,344.0,16900.0,25.0
2021-06-18 00:00:48,197000.0,97.2525,1514.0,13.5,0.0,27.4,334.0,16899.0,25.1
2021-06-18 00:00:49,169000.0,97.28999999999999,1431.0,10.2,0.0,27.4,332.0,16899.0,25.1
2021-06-18 00:00:50,160000.0,97.4375,1312.0,8.0,0.0,27.4,326.0,16899.0,25.1
2021-06-18 00:00:51,143000.0,97.3975,1319.5,8.2,237.55,27.5,316.0,16899.0,25.1
2021-06-18 00:00:52,192000.0,97.27499999999999,1472.5,11.7,0.0,27.5,312.0,16898.0,25.1
2021-06-18 00:00:53,163000.0,97.345,1259.5,10.5,241.0,27.5,311.0,16898.0,25.1
2021-06-18 00:00:54,174000.0,97.305,1060.5,13.9,0.0,27.6,308.0,16897.0,25.1
2021-06-18 00:00:55,150000.0,97.485,660.0,11.2,1.4,27.6,306.0,16385.0,25.1
2021-06-18 00:00:56.000001,110000.0,97.61000000000001,660.5,7.8,33.25,27.6,302.0,16385.0,25.1
2021-06-18 00:00:57,91000.0,97.57,1035.0,6.5,202.3,27.6,298.0,16385.0,25.1
2021-06-18 00:00:58,147000.0,97.445,1240.0,12.8,240.5,27.7,301.0,16385.0,25.2
2021-06-18 00:00:59.000001,197000.0,97.32750000000001,1378.5,22.0,262.75,27.8,315.0,16385.0,25.2
2021-06-18 00:01:00,191000.0,97.18,1605.5,34.9,329.5,27.8,330.0,16385.0,25.2
2021-06-18 00:01:01,183000.0,96.75,1748.5,62.8,424.65,27.8,347.0,16897.0,25.3
2021-06-18 00:01:01.999999,111000.0,95.9275,1751.5,105.5,324.2,27.9,368.0,16897.0,25.3
2021-06-18 00:01:03,154000.0,95.755,1742.5,141.2,439.6,27.9,394.0,16898.0,25.4
2021-06-18 00:01:04,172000.0,95.0,1819.5,156.8,419.7,28.0,415.0,16898.0,25.5
2021-06-18 00:01:04.999999,140000.0,94.785,1895.0,147.8,157.3,28.0,433.0,16898.0,25.6
2021-06-18 00:01:06,184000.0,95.79749999999999,1877.5,85.0,24.25,28.0,443.0,16898.0,25.7
2021-06-18 00:01:07,183000.0,96.5475,1837.0,47.0,27.7,28.0,439.0,16898.0,25.8
2021-06-18 00:01:08,166000.0,96.715,1848.0,45.0,78.7,28.0,428.0,16898.0,25.8
2021-06-18 00:01:09,163000.0,96.6175,1822.0,50.8,96.1,28.0,419.0,16898.0,25.8
2021-06-18 00:01:10,171000.0,96.5625,1811.0,49.8,170.55,27.9,414.0,16898.0,25.9
2021-06-18 00:01:11,132000.0,96.42999999999999,1791.0,73.1,415.9,28.0,410.0,16898.0,25.9
2021-06-18 00:01:12,141000.0,95.53,1843.5,132.4,503.95,28.0,414.0,16898.0,25.9
2021-06-18 00:01:13,172000.0,94.75999999999999,1866.0,158.2,353.4,28.1,428.0,16898.0,26.0
2021-06-18 00:01:14,172000.0,94.72,1853.0,153.8,334.5,28.2,442.0,16898.0,26.2
2021-06-18 00:01:15.000001,120000.0,94.7575,1825.0,156.1,414.75,28.3,451.0,16898.0,26.3
2021-06-18 00:01:16,170000.0,94.38250000000001,1787.5,178.3,556.75,28.4,457.0,16898.0,26.4
2021-06-18 00:01:17,169000.0,94.30499999999999,1770.0,183.9,427.15,28.6,466.0,16898.0,26.6
2021-06-18 00:01:17.999999,167000.0,94.495,1755.5,173.8,432.95,28.8,474.0,16898.0,26.8
2021-06-18 00:01:19,167000.0,94.58,1754.5,174.5,434.5,28.9,479.0,16898.0,27.0
2021-06-18 00:01:20,168000.0,94.6025,1756.0,170.6,434.5,29.1,483.0,16898.0,27.2
2021-06-18 00:01:20.999999,170000.0,94.60999999999999,1767.5,173.8,431.2,29.3,486.0,16898.0,27.4
2021-06-18 00:01:22,171000.0,94.60249999999999,1787.5,170.0,424.3,29.6,489.0,16898.0,27.7
2021-06-18 00:01:23,170000.0,94.54249999999999,1792.5,171.0,422.9,29.8,492.0,16898.0,27.9
2021-06-18 00:01:24,171000.0,94.48500000000001,1800.5,172.2,421.5,30.1,494.0,16898.0,28.2
2021-06-18 00:01:25,171000.0,94.5075,1788.0,175.0,422.05,30.4,496.0,16898.0,28.5
2021-06-18 00:01:26,169000.0,94.5575,1779.0,174.5,427.65,30.8,498.0,16898.0,28.8
2021-06-18 00:01:27,169000.0,94.525,1759.0,173.5,430.7,31.1,500.0,16898.0,29.2
2021-06-18 00:01:28,169000.0,94.60249999999999,1729.5,175.9,434.5,31.5,501.0,16898.0,29.6
2021-06-18 00:01:29,169000.0,94.67000000000002,1693.0,177.5,434.5,31.8,503.0,16898.0,30.0
2021-06-18 00:01:30,169000.0,94.75999999999999,1659.5,177.7,436.15,32.3,504.0,16898.0,30.3
2021-06-18 00:01:31.000001,169000.0,94.85249999999999,1630.5,177.3,437.0,32.7,506.0,16898.0,30.8
2021-06-18 00:01:32,171000.0,94.945,1606.5,178.9,436.05,33.0,507.0,16898.0,31.1
2021-06-18 00:01:33,170000.0,95.055,1563.0,181.3,433.3,33.4,510.0,16898.0,31.5
2021-06-18 00:01:34.000001,171000.0,95.2325,1459.0,181.9,426.2,33.8,512.0,16898.0,31.8
2021-06-18 00:01:35,169000.0,95.4375,1419.5,180.4,423.5,34.2,516.0,16898.0,32.3
2021-06-18 00:01:36,169000.0,95.4975,1429.0,178.1,424.45,34.5,521.0,16898.0,32.6
2021-06-18 00:01:36.999999,169000.0,95.3825,1511.0,177.4,435.35,34.8,526.0,16898.0,32.9
2021-06-18 00:01:38,169000.0,95.18,1602.5,177.1,436.4,35.2,531.0,16898.0,33.2
2021-06-18 00:01:39,170000.0,94.9775,1627.5,180.6,437.45,35.5,536.0,16898.0,33.5
2021-06-18 00:01:39.999999,170000.0,94.875,1632.0,180.5,436.65,35.8,538.0,16898.0,33.8
2021-06-18 00:01:41,170000.0,94.8375,1695.5,180.2,436.75,36.1,540.0,16898.0,34.1
2021-06-18 00:01:42,171000.0,94.845,1643.5,179.8,437.1,36.5,540.0,16898.0,34.3
2021-06-18 00:01:43,171000.0,94.82249999999999,1645.5,182.2,437.7,36.8,540.0,16898.0,34.7
2021-06-18 00:01:44,170000.0,94.77499999999999,1688.5,180.2,437.1,37.2,540.0,16898.0,35.0
2021-06-18 00:01:45,169000.0,94.67999999999999,1711.5,178.8,435.45,37.5,540.0,16898.0,35.3
2021-06-18 00:01:46,169000.0,94.665,1738.5,178.7,436.15,37.9,539.0,16898.0,35.7
2021-06-18 00:01:47,171000.0,94.625,1720.5,181.4,435.2,38.3,538.0,16898.0,36.0
2021-06-18 00:01:48,170000.0,94.54750000000001,1730.0,179.2,435.35,38.6,537.0,16898.0,36.3
